Player,Team,Class,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
Ryan Lordier,Manhattan,GR,SS,0.309,0.391,0.394,0.785,49,221,188,36,58,10,3,0,31,7,21,16,20,7
Alex Irizarry,Quinnipiac,SR,SS,0.308,0.443,0.456,0.899,49,235,182,37,56,10,1,5,40,3,45,26,12,3
Judd Utermark,Ole Miss,SR,3B,0.308,0.421,0.634,1.056,60,273,227,70,70,11,0,21,49,7,38,77,11,1
Landon Boyd,Air Force,SR,3B,0.308,0.41,0.556,0.967,43,158,133,32,41,8,2,7,32,5,18,46,7,4
Armani Raygoza,UT Rio Grande Valley,JR,1B,0.308,0.453,0.625,1.078,55,265,208,53,64,15,0,17,50,8,48,50,0,4
Billy Scaldeferri,Grand Canyon,JR,RF,0.308,0.372,0.497,0.869,43,192,169,25,52,10,2,6,32,10,9,34,4,0
Peter Link,Sacred Heart,JR,CF,0.308,0.422,0.581,1.003,46,211,172,38,53,11,0,12,41,10,26,53,12,0
Sean O'Leary,UMass Lowell,SO,1B,0.308,0.408,0.493,0.901,50,241,201,55,62,8,1,9,38,7,29,21,4,1
AJ Oden,Iona,JR,3B,0.308,0.437,0.377,0.814,44,198,159,19,49,6,1,1,21,5,32,29,3,1
Kyle Morrison,Southern Miss,SR,2B,0.308,0.416,0.603,1.019,61,282,234,50,72,14,2,17,48,10,35,61,0,0
Fabian Santana,Alabama State,SO,3B,0.308,0.404,0.377,0.782,50,198,159,34,49,6,1,1,24,5,24,18,5,2
Jimmy Chadwell,Columbia,SO,SS,0.308,0.409,0.391,0.8,42,189,156,26,48,10,0,1,17,4,24,29,2,2
Landon Beaver,UAB,SO,DH,0.308,0.443,0.481,0.925,58,274,214,52,66,16,0,7,35,10,45,42,13,4
Blake Coleman,Arkansas-Pine Bluff,SR,RF,0.308,0.397,0.419,0.816,55,232,198,41,61,6,2,4,42,13,18,37,5,2
Brady Hewitt,Fresno State,FR,SS,0.308,0.388,0.474,0.862,52,245,211,37,65,14,3,5,21,4,25,54,4,2
Omar Serna Jr.,LSU,FR,C,0.308,0.395,0.541,0.935,47,185,159,37,49,10,0,9,37,10,14,39,2,0
Tomas Cernius,Princeton,FR,1B,0.308,0.38,0.473,0.852,39,166,146,20,45,7,1,5,24,2,16,17,7,0
Jordan Treadwell,Coppin State,JR,2B,0.308,0.407,0.492,0.899,39,148,120,35,37,6,2,4,18,1,21,23,10,1
Paris Pridgen,Austin Peay,JR,CF,0.307,0.404,0.444,0.849,52,238,189,50,58,11,3,3,31,5,28,64,32,4
Brody Williams,Kent State,SR,C,0.307,0.402,0.519,0.921,55,251,212,43,65,15,0,10,52,6,30,53,8,1
Jarrett Pokrovsky,Pennsylvania,SR,RF,0.307,0.378,0.411,0.789,40,185,163,27,50,9,1,2,22,5,15,37,8,2
Jayden Davis,Penn State,SR,2B,0.307,0.41,0.479,0.889,50,227,192,38,59,14,2,5,19,5,29,29,3,0
Ryan Black,Georgia,SR,2B,0.307,0.419,0.536,0.956,53,217,179,41,55,9,1,10,31,7,29,45,5,1
Cooper Blauser,Jacksonville State,JR,2B,0.307,0.385,0.476,0.862,62,280,231,58,71,18,3,5,57,7,28,47,26,4
Raymond Velazquez,Austin Peay,JR,3B,0.307,0.414,0.542,0.957,54,256,212,51,65,8,0,14,43,6,35,45,14,3
Chandler Tuupo,Charleston Southern,SR,1B,0.307,0.411,0.438,0.849,45,168,137,28,42,4,1,4,40,13,14,24,1,2
Owen Prince,VMI,SR,CF,0.307,0.444,0.371,0.815,55,261,205,62,63,7,3,0,23,13,40,25,29,9
Curry Sutherland,Missouri State,JR,3B,0.307,0.441,0.61,1.05,55,261,205,51,63,12,1,16,54,20,32,50,1,0
Carter White,North Florida,SO,CF,0.307,0.384,0.591,0.975,51,205,176,34,54,11,3,11,50,3,21,42,8,1
Owen Michelson,UNC Asheville,JR,RF,0.307,0.495,0.453,0.947,43,189,137,39,42,8,0,4,27,14,37,29,7,3
Brendan O'Sullivan,Pacific,GR,2B,0.307,0.378,0.427,0.804,54,253,218,42,67,12,1,4,33,4,23,31,8,3
Cole Cramer,TCU,GR,2B,0.307,0.399,0.395,0.795,54,253,215,52,66,8,1,3,39,5,30,49,8,1
Gavin Balius,Ball State,SR,CF,0.307,0.402,0.365,0.766,54,225,192,50,59,7,2,0,16,11,20,26,39,3
Eli Anderson,Purdue,SR,CF,0.307,0.357,0.376,0.732,54,233,205,43,63,9,1,1,36,2,16,29,22,7
Caston Thompson,Nicholls,JR,1B,0.307,0.43,0.581,1.011,49,221,179,38,55,10,0,13,40,4,36,44,1,0
Nate Kirkpatrick,VCU,JR,3B,0.307,0.39,0.492,0.881,62,279,238,51,73,17,0,9,58,17,18,38,3,2
Sean Benjamin,North Florida,FR,LF,0.307,0.394,0.404,0.797,49,193,166,30,51,16,0,0,20,6,19,24,3,1
Christian Hallmark,UTSA,SO,CF,0.307,0.421,0.458,0.879,55,222,179,43,55,7,4,4,37,9,26,42,11,3
Charles Ashe III,Grambling,FR,3B,0.307,0.357,0.523,0.88,46,199,176,30,54,9,1,9,52,3,13,41,2,2
Angel Laya,Oregon,FR,RF,0.307,0.41,0.561,0.971,57,249,212,48,65,10,1,14,47,10,27,30,5,2
Matt Flaharty,Utah,SR,SS,0.306,0.356,0.468,0.824,48,206,186,38,57,10,1,6,39,3,12,39,7,2
Tate Shimao,Hawaii,JR,3B,0.306,0.401,0.425,0.826,47,188,160,33,49,13,0,2,26,13,13,33,5,4
Jack Hopko,Rhode Island,SR,RF,0.306,0.38,0.626,1.005,56,266,235,50,72,10,4,19,63,4,25,37,6,1
Jack Crighton,Clemson,SR,LF,0.306,0.362,0.417,0.779,53,228,206,38,63,14,0,3,27,5,13,30,6,1
Jackson Chirello,Kennesaw State,SR,1B,0.306,0.367,0.587,0.954,52,216,196,40,60,14,1,13,43,4,15,60,3,0
Bryce McFeely,California Baptist,GR,RF,0.306,0.374,0.56,0.933,59,281,252,48,77,19,0,15,62,8,20,38,8,2
Ethan Hindle,Kentucky,JR,2B,0.306,0.433,0.617,1.05,55,251,196,52,60,19,3,12,53,16,30,55,16,0
Brandon Doubek,Lafayette,JR,C,0.306,0.401,0.545,0.946,38,159,134,23,41,5,0,9,34,3,19,39,0,1
Gabe Roessler,Missouri State,GR,LF,0.306,0.376,0.513,0.888,47,187,160,31,49,10,1,7,39,5,14,25,2,1
Ashton Quiller,Arkansas State,SO,CF,0.306,0.386,0.488,0.874,52,245,209,44,64,15,1,7,27,11,18,39,16,2
Armani Guzman,West Virginia,JR,1B,0.306,0.406,0.416,0.822,58,259,209,58,64,19,2,0,38,4,35,38,36,3
Mitchell Collins,North Florida,JR,2B,0.306,0.41,0.364,0.774,45,206,173,42,53,7,0,1,16,1,30,25,20,5
Austin Haller,Western Kentucky,GR,2B,0.306,0.44,0.427,0.867,56,259,206,45,63,7,3,4,28,11,39,43,17,4
Curtis McKay,Niagara,SR,1B,0.306,0.379,0.43,0.809,49,215,186,40,57,8,0,5,34,3,21,35,15,0
Wills Maginnis,Georgia State,SO,3B,0.306,0.404,0.486,0.89,56,260,216,49,66,13,1,8,42,8,31,36,21,3
Gavin Degnan,Pennsylvania,JR,CF,0.306,0.363,0.535,0.898,42,191,170,34,52,14,2,7,41,6,11,41,14,2
Alex Benevento,Brown,SO,RF,0.306,0.414,0.488,0.902,43,200,160,43,49,9,1,6,33,9,24,30,17,3
Efren Ortega,UC Irvine,SO,C,0.306,0.436,0.339,0.775,42,159,124,32,38,4,0,0,17,8,22,21,0,0
Dalton Wentz,Wake Forest,SO,3B,0.306,0.416,0.629,1.045,60,279,232,66,71,19,1,18,52,2,43,63,2,2
Logan Shepherd,Mercer,JR,1B,0.306,0.446,0.607,1.053,59,287,229,70,70,13,1,18,54,11,47,66,0,2
Nico Partida,Texas A&#038;M,FR,3B,0.306,0.408,0.55,0.958,48,213,180,45,55,8,0,12,43,3,29,40,4,0
Joe Frammartino,Merrimack,GR,RF,0.305,0.458,0.48,0.938,55,262,200,46,61,14,0,7,56,10,49,43,9,7
Jake Armsey,USC Upstate,SR,3B,0.305,0.405,0.432,0.838,64,295,243,53,74,19,0,4,51,3,41,62,2,1
Jack Walker,Houston Christian,SR,LF,0.305,0.411,0.444,0.855,52,224,187,43,57,8,0,6,36,10,25,29,1,1
Matt Brinker,Northeastern,SR,DH,0.305,0.416,0.533,0.949,57,256,210,48,64,19,1,9,61,15,27,44,8,0
Mike Mancini,Vanderbilt,SR,2B,0.305,0.433,0.595,1.028,53,254,200,51,61,13,0,15,44,5,43,52,20,1
Crew McChesney,BYU,JR,CF,0.305,0.359,0.581,0.94,42,182,167,24,51,16,3,8,33,2,12,52,3,1
Drew Loikits,Central Michigan,SO,SS,0.305,0.402,0.39,0.792,53,227,187,40,57,11,1,1,21,20,13,36,8,2
Sergio Guerra,Tarleton,SR,C,0.305,0.379,0.523,0.902,49,204,174,31,53,11,0,9,47,9,15,35,1,1
Danny Wyatt,UMBC,JR,DH,0.305,0.404,0.465,0.869,50,224,187,37,57,13,1,5,48,11,22,33,2,4
Luke Elmore,Air Force,JR,1B,0.305,0.412,0.515,0.927,55,244,200,57,61,16,1,8,54,11,28,51,16,4
Isaac Cadena,Southern California,JR,C,0.305,0.436,0.524,0.959,61,265,210,51,64,16,3,8,35,12,39,58,5,2
Camden Karczewski,Illinois State,GR,SS,0.305,0.382,0.39,0.772,54,234,200,38,61,12,1,1,21,6,22,27,1,1
Jett Buck,Nebraska,SR,LF,0.305,0.383,0.525,0.907,59,264,223,51,68,16,0,11,51,12,21,63,7,2
Emil Estrella,Indiana State,SR,RF,0.305,0.378,0.498,0.876,56,275,243,48,74,14,3,9,42,5,25,49,20,8
Rueben Livingston,La Salle,JR,3B,0.305,0.406,0.552,0.958,46,207,174,38,53,10,0,11,38,12,19,42,3,1
Marc Stephens,South Alabama,SR,SS,0.305,0.403,0.396,0.799,55,235,197,32,60,9,0,3,28,8,25,28,3,2
Aaron Stelogeannis,Lipscomb,SR,RF,0.305,0.395,0.419,0.814,44,198,167,32,51,8,1,3,20,4,22,33,6,0
Breydon Divine,Alabama State,JR,SS,0.305,0.375,0.368,0.743,57,266,220,35,67,6,1,2,27,8,19,35,8,2
Brett Griffiths,Ball State,SR,SS,0.305,0.371,0.526,0.897,55,241,213,43,65,15,7,6,45,9,15,33,8,6
Ryker Waite,Vanderbilt,SO,SS,0.305,0.443,0.508,0.95,58,257,197,45,60,13,3,7,44,14,38,53,13,3
Aidan Taclas,New Mexico State,SR,DH,0.305,0.42,0.475,0.895,52,243,200,51,61,14,1,6,43,7,34,27,11,4
Lance Trippel,South Florida,SR,C,0.304,0.394,0.433,0.827,47,198,171,31,52,13,0,3,30,6,20,20,5,4
Jake Duer,Texas A&#038;M,SR,LF,0.304,0.406,0.479,0.886,57,256,217,38,66,13,2,7,54,1,37,44,0,0
Tyce Peterson,San Diego State,SR,3B,0.304,0.379,0.594,0.973,56,257,224,44,68,21,1,14,47,5,24,60,5,0
Jacob Galloway,Oregon State,SR,C,0.304,0.41,0.408,0.819,58,246,191,32,58,17,0,1,33,13,25,14,1,1
Chase Brunson,TCU,JR,CF,0.304,0.462,0.556,1.018,51,225,171,37,52,11,1,10,51,19,33,42,13,5
Kyle Eddington,UMBC,JR,SS,0.304,0.425,0.331,0.756,48,196,148,28,45,4,0,0,28,14,20,27,12,0
Marcos Rosales,UNLV,JR,2B,0.304,0.434,0.541,0.975,55,258,207,69,63,20,1,9,42,12,37,35,5,3
Mason Eckelman,Ohio State,SO,C,0.304,0.422,0.546,0.968,53,237,194,42,59,15,4,8,47,9,32,34,2,1
Adrian Lopez,Southern California,JR,1B,0.304,0.385,0.542,0.927,62,284,240,65,73,14,2,13,47,5,31,38,7,2
Michael Rickert,Stonehill,SR,3B,0.304,0.422,0.504,0.926,38,174,135,36,41,9,0,6,52,4,28,33,2,0
Gavin O'Brien,Massachusetts,SO,LF,0.304,0.384,0.623,1.007,46,219,191,35,58,17,1,14,49,2,24,55,5,1
Bo Moody,Presbyterian,FR,SS,0.304,0.424,0.398,0.822,55,230,181,39,55,10,2,1,20,17,23,42,14,3
Angel Garcia,Coppin State,FR,1B,0.304,0.417,0.452,0.869,48,206,168,31,51,13,3,2,39,3,31,28,0,1
Lenny Ashby,New Mexico,GR,LF,0.303,0.447,0.486,0.934,53,237,185,40,56,9,2,7,46,15,35,22,13,3
Anthony Torreso,Davidson,JR,DH,0.303,0.445,0.578,1.024,49,238,185,45,56,8,2,13,52,8,42,55,3,0
Trevor Hansen,Manhattan,GR,1B,0.303,0.368,0.6,0.968,47,190,165,31,50,13,0,12,36,2,18,69,2,2
Jacob Budzik,UNC Greensboro,SR,3B,0.303,0.398,0.605,1.004,51,217,185,41,56,17,3,11,44,10,20,63,13,2
Cole Jones,Western Carolina,SR,RF,0.303,0.365,0.559,0.923,47,161,145,34,44,7,0,10,35,0,14,36,1,0
Tony DeJesus,Incarnate Word,SR,1B,0.303,0.426,0.448,0.874,40,177,145,32,44,6,0,5,21,5,26,24,3,4
Kent Schmidt,Georgia Tech,JR,1B,0.303,0.463,0.466,0.929,53,240,178,50,54,8,0,7,50,7,50,40,5,0
Jack Rickheim,Harvard,JR,SS,0.303,0.349,0.523,0.872,37,172,155,32,47,8,1,8,27,3,9,46,3,2
Cooper Williams,Kennesaw State,JR,3B,0.303,0.384,0.469,0.853,53,242,211,40,64,9,1,8,36,5,24,51,20,8
Adam Puder,St. Thomas,SO,SS,0.303,0.369,0.456,0.825,50,219,195,38,59,16,1,4,26,2,19,44,19,2
Cole Griffith,Georgia State,GR,C,0.303,0.367,0.477,0.845,46,150,132,18,40,12,1,3,29,0,14,45,0,1
Pedro Moreno,Eastern Kentucky,SR,SS,0.303,0.446,0.483,0.929,55,268,211,55,64,15,4,5,43,17,38,38,14,6
Jack Bell,TCU,JR,3B,0.303,0.452,0.49,0.942,49,199,155,39,47,9,1,6,27,3,39,45,4,1
Anthony Diaz,New Mexico,JR,RF,0.303,0.398,0.436,0.834,50,251,211,53,64,18,2,2,28,3,33,31,8,3
Miles Risley,Iowa,SR,CF,0.303,0.439,0.509,0.948,47,214,165,45,50,8,1,8,34,14,29,56,16,0
Jhett Creel,Stephen F. Austin,JR,C,0.303,0.441,0.4,0.841,55,236,185,39,56,9,0,3,27,4,44,33,4,0
Anthony Grabau,Fordham,SO,SS,0.303,0.402,0.509,0.911,55,259,218,53,66,12,3,9,38,14,24,38,11,4
Hunter Carns,Florida State,SO,C,0.303,0.412,0.48,0.892,51,216,175,36,53,11,1,6,32,3,33,51,2,0
Matthew Rollison,Presbyterian,SO,3B,0.303,0.345,0.533,0.878,47,178,165,24,50,8,3,8,32,7,4,25,1,2
Jack Dauer,Yale,SO,3B,0.303,0.432,0.497,0.93,46,222,175,44,53,17,1,5,48,22,21,38,13,2
Wes Walker,North Alabama,SO,RF,0.303,0.379,0.583,0.962,56,240,211,38,64,12,1,15,58,3,24,41,0,0
Carter Taylor,South Dakota State,FR,LF,0.303,0.449,0.445,0.895,49,200,155,32,47,10,0,4,24,15,27,38,6,0
Jake Amman,College of Charleston,FR,LF,0.303,0.376,0.412,0.788,53,242,211,34,64,9,1,4,28,3,24,53,19,11
Will Anderson,Santa Clara,JR,1B,0.303,0.35,0.41,0.76,53,220,195,19,59,16,1,1,33,5,12,41,4,1
Sean White,Georgia Southern,SR,1B,0.302,0.38,0.467,0.847,55,246,212,43,64,11,0,8,40,8,20,37,2,1
Chase Bloomer,SIU Edwardsville,SR,SS,0.302,0.373,0.482,0.855,56,260,222,51,67,8,1,10,41,2,28,43,10,5
Rocco Garza-Gongora,UT Rio Grande Valley,JR,CF,0.302,0.406,0.516,0.921,55,273,225,55,68,20,2,8,36,9,33,44,17,7
Matthew Chatelle,Rutgers,SR,C,0.302,0.395,0.365,0.759,45,189,159,30,48,4,0,2,30,2,23,45,0,1
Zandt Payne,Abilene Christian,GR,SS,0.302,0.446,0.486,0.933,57,282,222,64,67,9,1,10,38,14,44,46,9,0
Scott Penney,Rhode Island,JR,2B,0.302,0.409,0.444,0.853,56,278,232,44,70,15,3,4,44,2,41,55,8,3
Jaret Nelson,Florida Gulf Coast,SR,1B,0.302,0.415,0.498,0.913,57,260,215,39,65,12,0,10,45,8,35,54,14,5
Cal Sullivan,Southeast Missouri State,JR,1B,0.302,0.437,0.589,1.026,53,254,202,45,61,13,0,15,51,7,43,47,1,1
Julio Guerrero,Southern Illinois,JR,CF,0.302,0.385,0.521,0.906,45,200,169,27,51,11,1,8,41,13,13,30,20,3
Cole Tabor,Incarnate Word,SR,SS,0.302,0.423,0.603,1.027,48,225,179,38,54,9,3,13,49,2,38,48,4,2
Brayden Leonard,Villanova,SO,2B,0.302,0.371,0.418,0.789,47,213,189,34,57,14,1,2,35,6,16,23,13,4
Gabe Petrucelli,Southern Illinois,SR,2B,0.302,0.422,0.436,0.858,48,187,149,20,45,11,0,3,22,5,28,21,9,2
Luke Costello,Wake Forest,SO,RF,0.302,0.447,0.637,1.085,53,238,182,50,55,10,0,17,62,17,34,42,3,2
Sam Parks,Stonehill,GR,CF,0.301,0.451,0.355,0.806,48,241,183,48,55,7,0,1,23,14,37,19,7,1
Blake Barthol,Coastal Carolina,SR,2B,0.301,0.396,0.434,0.829,60,289,226,48,68,10,1,6,38,13,25,63,13,2
Jake Haggard,UL Monroe,SR,1B,0.301,0.392,0.495,0.887,54,245,206,43,62,14,1,8,57,2,32,52,7,1
Jeremy Wolf,Delaware,SR,2B,0.301,0.411,0.486,0.897,49,209,173,42,52,12,1,6,29,14,20,37,9,1
Adam Magpoc,San Diego State,JR,LF,0.301,0.351,0.388,0.739,49,222,196,30,59,9,1,2,39,2,17,35,20,6
Macon Winslow,North Carolina,JR,C,0.301,0.43,0.5,0.93,60,281,216,59,65,13,0,10,55,12,43,40,0,2
Colby Wallace,East Carolina,JR,3B,0.301,0.354,0.385,0.739,63,271,239,37,72,15,1,1,49,6,15,33,3,3
Forrest Lietz,Davidson,JR,RF,0.301,0.412,0.466,0.878,50,211,176,42,53,7,2,6,41,2,32,46,6,2
Connor Cuff,Southeastern Louisiana,JR,SS,0.301,0.407,0.612,1.019,55,249,209,50,63,15,1,16,51,14,23,44,2,0
Tyler Castro,Eastern Illinois,GR,1B,0.301,0.426,0.328,0.754,52,232,183,37,55,5,0,0,27,5,35,19,10,2
Junhyuk Kwon,Nevada,SR,2B,0.301,0.392,0.557,0.949,46,209,176,36,53,18,0,9,35,8,21,50,0,1
Mike Young,South Alabama,SR,RF,0.301,0.371,0.47,0.842,57,249,219,40,66,6,5,7,32,3,22,26,6,4
CJ Griggs,Hofstra,SO,DH,0.301,0.48,0.554,1.034,50,225,166,42,50,11,2,9,40,9,49,29,2,0
Dawson Park,Texas State,SO,SS,0.301,0.387,0.575,0.962,48,213,186,31,56,10,1,13,52,1,25,52,9,2
Jorge Valdes,Xavier,SO,LF,0.301,0.41,0.335,0.745,44,214,176,32,53,3,0,1,20,1,32,30,5,3
Cooper Malamazian,Indiana,SO,SS,0.301,0.389,0.444,0.833,51,231,196,33,59,10,3,4,36,3,27,48,4,3
Matt Luigs,Brown,FR,SS,0.301,0.402,0.369,0.771,43,209,176,40,53,6,3,0,18,7,24,37,21,3
Kai Laxa,Pepperdine,JR,2B,0.301,0.36,0.393,0.753,51,201,183,31,55,11,0,2,13,3,14,19,3,0
Colby Lunsford,Louisiana Tech,GR,3B,0.3,0.397,0.528,0.925,58,272,233,52,70,21,1,10,43,6,32,49,6,3
Easton Jones,BYU,SR,3B,0.3,0.389,0.554,0.943,56,247,213,43,64,8,2,14,46,4,28,54,4,0
Sam Griffith,Oakland,JR,3B,0.3,0.372,0.392,0.764,43,153,130,23,39,9,0,1,20,1,15,29,4,1
Danny Barbero,McNeese,SR,RF,0.3,0.431,0.542,0.973,54,255,203,47,61,14,1,11,52,10,39,38,3,0
Lee Amedee,Louisiana,SR,1B,0.3,0.449,0.48,0.929,66,294,227,47,68,12,4,7,54,15,49,39,7,4
Walker Zapp,Air Force,SR,C,0.3,0.367,0.547,0.914,47,218,190,42,57,16,2,9,64,2,21,42,8,3
Chayton Krauss,Dallas Baptist,GR,1B,0.3,0.354,0.588,0.943,58,268,243,51,73,13,0,19,65,1,21,63,4,1
Dom Kibler,Milwaukee,JR,C,0.3,0.449,0.537,0.986,60,264,203,47,61,13,1,11,60,15,42,31,13,4
Tre Mariano,Albany,SR,RF,0.3,0.372,0.513,0.885,42,172,150,25,45,11,0,7,30,2,17,39,2,2
Freddy Rodriguez,Memphis,SR,3B,0.3,0.404,0.392,0.797,58,274,227,48,68,9,0,4,32,5,35,47,45,6
Sal Mineo,Delaware,SO,CF,0.3,0.406,0.438,0.844,54,256,217,45,65,7,1,7,32,13,26,31,16,7
Nolan Sandee,Northern Illinois,SO,SS,0.3,0.47,0.438,0.907,50,218,160,35,48,12,2,2,30,11,42,41,10,1
Nate Wachter,South Dakota State,FR,RF,0.3,0.369,0.437,0.806,52,222,190,32,57,8,3,4,41,5,18,45,2,0
Grady Lenahan,East Carolina,FR,CF,0.3,0.402,0.526,0.928,52,234,190,48,57,12,2,9,47,18,17,26,11,1
Nick Barron,Northwestern,FR,1B,0.3,0.357,0.521,0.878,52,213,190,35,57,15,0,9,33,2,17,31,0,0
Ben Higdon,Southern Miss,SR,RF,0.299,0.383,0.439,0.822,59,256,214,35,64,15,0,5,42,5,26,51,8,3
Drew Nelson,Troy,SR,LF,0.299,0.384,0.453,0.837,64,277,234,41,70,16,1,6,45,3,33,47,4,1
Connor Capece,Creighton,JR,C,0.299,0.379,0.393,0.772,57,250,214,36,64,11,0,3,48,12,18,39,1,0
Andres Matias,Austin Peay,GR,SS,0.299,0.392,0.475,0.866,49,219,177,36,53,13,0,6,44,4,26,20,3,1
AJ Taylor,Lamar,SR,SS,0.299,0.365,0.448,0.813,61,276,241,44,72,13,1,7,36,11,16,36,11,1
Micah Dean,UL Monroe,SO,SS,0.299,0.392,0.465,0.857,45,218,187,42,56,11,1,6,22,13,16,45,18,2
Tyler Bishop,Omaha,SR,RF,0.299,0.391,0.552,0.943,45,203,174,29,52,15,4,7,35,7,20,24,4,1
Bryce Rudisill,Mount St. Mary&#8217;s,SO,1B,0.299,0.372,0.551,0.924,36,146,127,21,38,7,2,7,27,3,13,21,6,3
Royce Hale,Seattle,JR,DH,0.299,0.404,0.513,0.917,38,141,117,23,35,4,0,7,33,4,18,37,1,1
Landon Godsey,Belmont,GR,3B,0.299,0.377,0.526,0.903,55,245,211,35,63,21,0,9,44,6,23,55,8,2
Keegan Giger,Nicholls,JR,2B,0.299,0.35,0.451,0.801,49,226,204,30,61,9,2,6,39,3,15,32,11,4
Hudson Lutterman,Virginia Tech,SO,DH,0.299,0.369,0.543,0.913,52,215,184,36,55,11,2,10,45,8,16,37,1,0
Jaxon Mueller,Albany,FR,1B,0.299,0.358,0.444,0.803,41,159,144,22,43,10,1,3,25,5,9,46,4,1
Robert Wegrzyn,Le Moyne,SO,C,0.299,0.393,0.431,0.824,44,201,174,30,52,5,0,6,37,11,16,44,3,0
Quinn Murphy,Maine,SO,LF,0.299,0.357,0.433,0.79,52,222,201,32,60,10,1,5,28,1,18,38,8,0
Joseph Durso,Long Island,SR,C,0.299,0.43,0.578,1.008,46,200,154,42,46,13,0,10,47,13,27,37,2,0
Julian Jimenez,UMES,SR,CF,0.299,0.44,0.543,0.983,48,234,184,58,55,8,5,9,24,8,39,50,12,4
Colin Robson,Rice,SO,RF,0.299,0.428,0.508,0.936,55,228,177,45,53,9,2,8,22,11,31,39,9,9
Jacob May,CSU Bakersfield,SO,RF,0.299,0.384,0.481,0.866,51,216,187,42,56,9,5,5,29,5,22,39,9,6
Ian Guanzon,East Tennessee State,JR,2B,0.299,0.411,0.42,0.831,47,197,157,31,47,6,2,3,30,5,26,24,1,1
Ben Pulliam,Longwood,FR,RF,0.299,0.389,0.502,0.891,59,259,221,40,66,23,2,6,36,8,26,63,16,7
Matthias Haas,Tulane,GR,DH,0.298,0.371,0.409,0.78,53,198,171,28,51,10,0,3,34,4,17,32,5,1
Anthony Mitta,Bowling Green,SR,3B,0.298,0.37,0.429,0.8,50,217,191,23,57,11,1,4,24,4,19,45,6,4
Richard Beggy,Saint Joseph&#8217;s,GR,3B,0.298,0.379,0.463,0.842,51,243,205,40,61,7,3,7,67,5,26,31,4,0
Spencer Nolan,Charlotte,SR,CF,0.298,0.376,0.413,0.789,56,267,235,51,70,13,1,4,28,3,27,44,11,2
JP Kuczik,Fairfield,SR,C,0.298,0.389,0.436,0.826,51,226,188,23,56,14,0,4,49,9,23,16,1,0
Tyler Minnick,Middle Tennessee,SR,C,0.298,0.398,0.518,0.917,56,257,218,44,65,18,0,10,48,8,29,18,0,2
Marcus Heusohn,McNeese,SR,1B,0.298,0.384,0.429,0.813,57,245,205,32,61,15,0,4,35,4,29,39,0,0
Jaden Gustafson,Wichita State,SR,LF,0.298,0.412,0.456,0.867,57,261,215,61,64,11,1,7,41,8,35,30,2,0
Luis Pimentel-Guerrero,Sacramento State,SR,1B,0.298,0.411,0.44,0.851,61,275,225,34,67,10,2,6,41,11,35,46,1,1
JT Popick,Tennessee-Martin,JR,1B,0.298,0.359,0.399,0.758,52,226,198,36,59,14,0,2,34,1,20,27,5,2
Kellen Strohmeyer,Iowa,JR,RF,0.298,0.373,0.433,0.806,51,193,171,36,51,10,2,3,25,2,19,38,18,0
Hunter Snyder,Columbia,JR,DH,0.298,0.398,0.412,0.811,34,134,114,27,34,7,0,2,18,6,13,26,2,1
Brylan West,Miami,GR,1B,0.298,0.403,0.439,0.841,53,212,171,34,51,9,0,5,42,10,24,32,4,0
Gavin Donohue,Sacred Heart,JR,SS,0.298,0.411,0.534,0.946,43,192,161,31,48,13,2,7,32,11,20,44,11,2
Brooks Kettering,Southeast Missouri State,JR,2B,0.298,0.44,0.45,0.891,53,224,171,36,51,11,0,5,22,7,38,31,10,3
Anthony Potestio,UC San Diego,JR,SS,0.298,0.431,0.436,0.867,49,240,188,45,56,12,1,4,22,13,34,38,12,2
Micajah Wall,Southern Indiana,SR,C,0.298,0.389,0.42,0.809,52,218,181,33,54,5,1,5,46,4,24,31,4,4
Rowan Masse,UMass Lowell,JR,2B,0.298,0.417,0.346,0.762,51,234,188,53,56,9,0,0,18,13,26,25,10,0
Hector Rodriguez,Lamar,SR,3B,0.298,0.37,0.376,0.746,48,209,181,30,54,8,0,2,27,0,23,24,3,0
Bradke Lohry,South Florida,SR,2B,0.298,0.414,0.403,0.817,51,223,181,40,54,14,1,1,25,4,33,34,7,4
Jae'dan Carter,Longwood,JR,LF,0.298,0.387,0.472,0.859,60,277,235,37,70,16,2,7,44,7,29,39,10,4
Jaydan Israel,Norfolk State,SR,SS,0.298,0.444,0.42,0.864,50,234,181,50,54,10,0,4,31,6,43,20,19,4
Andrew Davis,Tennessee-Martin,JR,2B,0.298,0.414,0.371,0.785,55,259,205,53,61,12,0,1,32,13,32,40,25,12
Sawyer Pace,Bellarmine,SR,1B,0.298,0.482,0.347,0.829,46,171,121,33,36,3,0,1,16,24,21,23,5,2
Colton Boardman,Cal State Northridge,SO,2B,0.298,0.38,0.383,0.763,45,168,141,19,42,8,2,0,12,9,11,33,2,2
Caleb Daniel,Georgia Tech,SO,LF,0.298,0.382,0.603,0.985,47,152,131,34,39,10,0,10,29,5,14,40,0,0
Nate Novitske,Arizona,SO,2B,0.298,0.345,0.417,0.762,50,235,218,28,65,11,0,5,27,0,16,35,2,3
Adrian Rodriguez,Texas,SO,SS,0.298,0.404,0.457,0.862,48,227,188,44,56,14,2,4,32,2,33,30,13,4
